SCAC,Company name,Country,Category
PGGW,PRITCHARD GORDON TANKERS LIMITED,,Other Players
PRVY,PRIVE OVERSEAS MARINE LIMITED LIABILITY COMPANY,USA,Other Players
PSHN,PRIVE SHIPPING,,Other Players
PANC,PROALLIANCE LOGISTICS,,Mid-sized International Freight Forwarders
PBKD,PROBULK SHIPPING AND TRADING SA,,Other Players
PCXS,PROCON EXPRESS LINES,,NVOCCs
PDVS,PRODRIVE CORPORATION,,US Importer
PRDQ,PRODUCTIVITY COMPANY LIMITED,,Other Players
PSAN,PRODUCT SHIPPING AND TRADING,,Other Players
PMHE,PROFESSIONAL MARINE HAULERS LIMITED LIABILITY COMPANY,USA,Other Players
PMCC,"PROFESSIONAL MARKETING COMPANY, THE",,US Importer
PFSK,PROFIT SAIL INTL EXPRESS (HK) LIMITED DBA PROFIT SAIL INT'L,,Mid-sized International Freight Forwarders
PIIQ,PROFORWARDING INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
PROG,PROGRESSION TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
PICM,PRO-IN COMPANY LIMITED,,Mid-sized International Freight Forwarders
PSCA,PROJECT 7 SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
PJOG,PROJECT ONE LOGISTICS,,Mid-sized International Freight Forwarders
PSZB,PROLINE SEA & AIR COMPANY LIMITED,,Mid-sized International Freight Forwarders
PLNS,PRO LINE SHIPPING GMBH,,Mid-sized International Freight Forwarders
PLHI,PRO-LINE SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
PRLR,PROLOG INTERNATIONAL INCORPORATED (NOVA MARINE SERVICE),USA,Mid-sized International Freight Forwarders
PISG,PROLOG INTERNATIONAL SHIPPING,,Mid-sized International Freight Forwarders
PFIA,PROLOGIS FREIGHT INDIA PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
PGXC,PROLOGIX LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
PMNM,PROMAN SHIPPING AG,,Other Players
PMMM,PRO M & M TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
PNVK,PRONAV SHIP MANAGEMENT GMBH & COMPANY KG,,Other Players
PGHE,PRONGHORN EXPEDITED,,Other Players
PGCR,PRONTO GREAT CHINA CORPORATION,,Mid-sized International Freight Forwarders
PSPR,PROPEL SHIPPING PTE LIMITED,,Other Players
PRCL,PROPER ROUTES LIMITED LIABILITY COMPANY,USA,Other Players
PGCV,PROSHIPPING GROUP CORPORATION,,Mid-sized International Freight Forwarders
PMSW,PROSPECT MAINTENANCE SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
PSJH,PROTEUS SEVEN (7) LIMITED,,Other Players
PSHA,PROTON SHIPMANAGEMENT SA,,Other Players
PLHK,PROTRAN LOGISTIC (HK) LIMITED,,Mid-sized International Freight Forwarders
PILF,PROTRANSER INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
PNMN,PROVIDENCIA TRUCKING INCORPORATED,USA,Other Players
PDLV,PROVISION DELIVERY LIMITED LIABILITY COMPANY,USA,Other Players
PWNC,PROWIN CARGO LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
PIAH,PRUDA INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
PRYY,PRYSMIAN CABLES AND SYSTEMS USA LIMITED LIABILITY COMPANY,USA,US Importer
PSNB,PSC (NZ) LIMITED,,Other Players
PSMN,PS LOGISTICS & TRUCKING,,Other Players
PSLO,PSP LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
PSPM,PSP TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
PSKM,PS TANKER ONE LIMITED,,Other Players
PDAE,PT DART AIR EXPRESSINDO,,Mid-sized International Freight Forwarders
PGBE,PT FM GLOBAL LOGISTICS,,Mid-sized International Freight Forwarders
PGGI,PT GLOBEX GLOBAL EXPRESS,,Mid-sized International Freight Forwarders
PTMC,PT. MARITIM OMNI LOGISTIK,,Mid-sized International Freight Forwarders
PNCS,PT NCS LINE WORLDWIDE,,NVOCCs
PTNA,PT NNR RPX GLOBAL LOGISTICS INDONESIA,,Mid-sized International Freight Forwarders
PPBR,PT PAUS BIRU LOGISTIK,,Mid-sized International Freight Forwarders
PPES,PT PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN,,Other Players
PTJE,PT TEMAS BULKER,,Other Players
PGJC,PTV GROUP JSC,,Mid-sized International Freight Forwarders
PWOP,P TWO P (P2P) LOGISTICS,,Mid-sized International Freight Forwarders
PZMN,PT ZIMMOAH MARINE TRANS,,Other Players
PSHP,PUBLISHIP LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
PPIL,PUDONG PRIME INTL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
PUDG,PUDONG TRANS USA INCORPORATED,USA,Mid-sized International Freight Forwarders
PURC,PUERTO RICO FREIGHT SYSTEM INCORPORATED,USA,Mid-sized International Freight Forwarders
PMVO,PUMAS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
PNLK,PURE NATIVE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
PUTY,PURPLE SHIPS LIMITED,,Other Players
PMSO,PURUS MARINE TECH PTE. LIMITED.,,Other Players
PURV,PURVIS MARINE LIMITED,,Other Players
PNAM,PUTNAM TRANSPORT COMPANY,,Other Players
PYCB,PUYVAST CHARTERING BV,,Other Players
PWMA,PWL PRESTIGE WAREHOUSING AND LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
PXGK,PXGEO ASIA PTE LIMITED,,Other Players
PXGE,PXGEO US INCORPORATED,USA,Other Players
PYRD,PYRAMID LINES,,NVOCCs
PYMN,PYRAMID LINES SINGAPORE PTE LIMITED,,NVOCCs
PYFR,PYRAMIDS FREIGHT SERVICES-USA,,Mid-sized International Freight Forwarders
PYSH,PYRAMID SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
PSBF,PYRAMOS SHIPPING LIMITED,,Other Players
PMCW,PYXIS MARITIME CORPORATION,,Other Players
QLLO,QADAR LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
QATR,QATAR SHIPPING COMPANY S P C,,Other Players
QCSK,QCS-QUICK CARGO SERVICE GMBH,,Mid-sized International Freight Forwarders
QWIQ,QEC WORLDWIDE INCORPORATED,USA,Mid-sized International Freight Forwarders
QILB,QIANHENG INTERNATIONAL LOGISTICS (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSAQ,QIANTANG SUPPLY CHAIN (SHENZHEN) COMPANY LIMITED SHANGHAI BRANCH,,Mid-sized International Freight Forwarders
QACH,QINGDAO A & C SHIPPING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QCCB,QINGDAO CARGO CHANNEL SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
QCFC,QINGDAO CHENGSI FREIGHT FORWARDER COMPANY LIMITED,,Mid-sized International Freight Forwarders
QCSB,QINGDAO CHENRUN SUPPLY CHAIN COMPANY LIMITED,,Mid-sized International Freight Forwarders
QCAQ,QINGDAO CYMBELINE TRANSPORTATION COMPANY LIMITED,,Mid-sized International Freight Forwarders
QDJA,QINGDAO DEFENG JINGYI LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QDSC,QINGDAO DEMETER SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
QDIA,QINGDAO DENGSHENG INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QWDR,QINGDAO DEX WEALTH INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QGDL,QINGDAO DSC LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QDLB,QINGDAO DSI LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QEAI,QINGDAO EASTON CARGO LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QEWP,QINGDAO EAST-WEST CONTAINER LINE CORPORATION,,NVOCCs
QEIL,QINGDAO EASYPORT LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QEIV,QINGDAO EVERLEAD INTERNATIONAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
QFLD,QINGDAO FORTUNE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QFSB,QINGDAO FRED SUPPLY CHAIN SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
QFAG,QINGDAO FZ INTERNATIONAL TRANSPORTATION COMPANY LIMITED,,Mid-sized International Freight Forwarders
QGLG,QINGDAO GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QINJ,QINGDAO GOLDENBRIDGE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QGCA,QINGDAO GRAND COURSE INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QGAI,QINGDAO GRAND OCEAN INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QGLI,QINGDAO GREATBAY INTL LIMITED,,Mid-sized International Freight Forwarders
QGID,QINGDAO GREATFULL INTERNATIONAL FREIGHT FORWARDING COMPANY LIMITED SHENZHENBRANCH,,Mid-sized International Freight Forwarders
QHAJ,QINGDAO HANGZHIHUI INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QHAI,QINGDAO HIGHSAIL INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QHAH,QINGDAO HIGHTRANS INT'L FREIGHT FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QHSA,QINGDAO HUAFANG SUPPLY CHAIN COMPANY LIMITED,,Mid-sized International Freight Forwarders
QHIB,QINGDAO HUANYA INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QINN,QINGDAO HUARUI INTERNATIONAL FREIGHT COMPANY LIMITED,,Mid-sized International Freight Forwarders
QJMG,QINGDAO JET MARINE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QJSJ,QINGDAO JINHAN SHENGHANG INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QIKD,QING DAO JMS LOGISTICS SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
QKIF,QINGDAO KANGQIAN INTERNATIONAL FORWARDER COMPANY LIMITED,,Mid-sized International Freight Forwarders
QKID,QINGDAO KAOYOUNG INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLGA,QINGDAO LEADER GLOBAL FREIGHT FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLAL,QINGDAO LEON LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLHL,QINGDAO LHS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLLD,QINGDAO LIHANG LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLSW,QINGDAO LOBOS SUPPLY CHAIN COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLOM,QINGDAO LUCKY OCEAN SCM COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLID,QINGDAO LUHAI INTERNATIONAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
QMIE,QINGDAO MINSHENG INTERNATIONAL FREIGHT AGENCY COMPANY LIMITED,,Mid-sized International Freight Forwarders
QIQC,QINGDAO MIRACLE INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QPIA,QINGDAO PROMISE INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QING,QINGDAO QINGGANG INTERNATIONAL SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
QRAJ,QINGDAO RITZY XIYINGMEN INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSTL,QINGDAO SEA-TRANS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QINR,QINGDAO SMOOTH OCEAN LIMITED,,Mid-sized International Freight Forwarders
QSEL,QINGDAO SPEEDY-EXPRESS INTL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSIB,QINGDAO SUNMOON INTERNATIONAL TRANSPORTATION COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSIJ,QINGDAO SUNRISE INTERNATIONAL LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
QSAB,QINGDAO SUNRISE INTERNATIONAL TRANSPORT COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSSD,QINGDAO SUN STAR INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QSSL,QINGDAO SUN STAR INTL LOGISTICS,,Mid-sized International Freight Forwarders
QSID,QINGDAO SUNTRANS INTERNATIONAL SHIPPING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QTIJ,QINGDAO TIANRUIXIANGTONG INTERNATIONAL FREIGHT FORWARDERS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QTGM,QINGDAO TONDA GLOBAL SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
QTIG,QINGDAO TOPONE INTERNATIONAL SHIPPING FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QINH,QINGDAO TOTAL GLORY LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QWWL,QINGDAO WINTOP WORLDWIDE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QWVI,QINGDAO WIN VAST INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYIL,QINGDAO YANUO INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYLG,QINGDAO YARAN LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYAD,QINGDAO YJ INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYIG,QINGDAO YUANYONG INTERNATIONAL FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYIB,QINGDAO YUEHAI INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QYGA,QINGDAO YUSEN GLOBAL LOGISTICS COMPANY LIMITED,,Large International Freight Forwarders
QZID,QINGDAO ZHONGFU INT'L LOGISTICS COM LIMITED,,Mid-sized International Freight Forwarders
QZUA,QINGDAO ZHONGXING UNITED LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QZAD,QINGDAO ZHONGXIN INTERNATIONAL SHIPPING AGENTS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QZIA,QINGDAO ZHUOSHIFENG INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
QLND,Q LINE,,Other Players
QSBV,Q SHIPPING B V,,Other Players
QCAA,QUADRA COMMODITIES SA,,Other Players
QKSH,QUADROLINK SHIPPING LIMITED,,Mid-sized International Freight Forwarders
QXUS,QUALITY EXPRESS USA INCORPORATED,USA,Mid-sized International Freight Forwarders
QRSM,QUALITY RED SHIPPING LINE LIMITED,,NVOCCs
QLVA,QUANTERM LOGISTICS (VIETNAM) COMPANY LIMITED,,Mid-sized International Freight Forwarders
QZLI,QUARTZ LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
QJML,"QUINN, JM LOGISTICS LIMITED LIABILITY COMPANY",USA,Other Players
RILR,RACCOON INTERNATIONAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RNCN,RADIANT CONTAINER LINES,,NVOCCs
NSEL,RADIANT WORLD TRADE SERVICES,,Mid-sized International Freight Forwarders
RIMG,RADIUM LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RIII,RADIUS INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
RAFF,RAD LOGISTICS SERVICES CORPORATION,,Mid-sized International Freight Forwarders
RADS,RADO LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RFFI,RAFFLES SHIPPING INTERNATIONAL PTE LIMITED,,Other Players
RSUY,RAFFLES SHIPPING INTERNATIONAL PTE LIMITED,,Other Players
RFSV,RAFFLES SHIPPING & INVESTMENT PTE LIMITED,,Other Players
RRLK,RAFT RIVER LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
RGNV,RAGER & SONS INCORPORATED,USA,Other Players
RGNM,RAGLIN EXPRESS INCORPORATED,USA,Other Players
RCPG,RAHAT CONTINENTAL PVT LIMITED,India,Mid-sized Indian Freight Forwarders
RCCP,RAIN CII CARBON LIMITED LIABILITY COMPANY,USA,US Importer
RCII,RAIN CII CARBON LIMITED LIABILITY COMPANY,USA,US Importer
RFIQ,RAIN FREIGHT INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
RAIO,RAIN LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
RIAC,RALEX INTERNATIONAL CORPORATION,,Mid-sized International Freight Forwarders
RMBV,RAMBO FREIGHT LIMITED LIABILITY COMPANY,USA,Other Players
RRAM,RAME RUBIS ASPHALT MIDDLE EAST DMCC,,Other Players
RAMD,RAMINATRANS USA,,Mid-sized International Freight Forwarders
RMAW,"RAMOS, TOTO TRUCKING LIMITED LIABILITY COMPANY",USA,Other Players
RAVI,R & A MOVERS INCORPORATED,USA,Other Players
RLCL,RAMSES LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
RNRD,RA NAKHT RA TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
RAOW,RANGE SHIPPING LIMITED,,Other Players
RAPN,RAPIDUS,,Other Players
RPCV,"RATHMANN, PETER & COMPANY GMBH",,Other Players
RUSM,RAUF UNIVERSAL SHIPPING (PVT) LIMITED,,Mid-sized International Freight Forwarders
RVNK,RAVENA TRADING S A,,Other Players
RSCG,RAWAS CHINA & GIFTS,,US Importer
RRPR,RAYMOND ENTERPRISES SA,,Other Players
RGLO,RAYSONS GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
RZBA,RB ARMATORI S R L,,Other Players
RBMA,RB BRITISH MARINE,,Other Players
RBGO,RB LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RBSR,RBS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
RCKI,R CASILLAS TRANSPORTATION INCORPORATED,USA,Other Players
RCSC,RCS LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RCAR,R C TRANSPORTES,,Other Players
RCMG,RC TRUCKING,,Other Players
RDDG,RDD FREIGHT INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
RDVW,R & D TRANSPORTATION & DELIVERY SERVICE LIMITED LIABILITY COMPANY,USA,Other Players
ROIC,READING OIL INCORPORATED,USA,US Importer
RLYT,REAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
RRYS,"REBAIN, RYAN",,Other Players
REQF,RECEST E-COMMERCE (SHANGHAI) COMPANY LIMITED,,Mid-sized International Freight Forwarders
RECL,RECEST GLOBAL FREIGHT SERVICE (SHANGHAI) COMPANY LIMITED,,Mid-sized International Freight Forwarders
RBBW,RED BALL EXPRESS LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RBER,RED BOX ENERGY SERVICES,,Other Players
RDNR,RED DRAGON TRUCKING,,Other Players
RLID,RED LEAF INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
RSUL,RED SAIL LINE LIMITED,,NVOCCs
RSMV,RED SEA MARINE SERVICES,,Other Players
RWMW,REDWISE MARITIME SERVICE BV,,Other Players
RFLH,REEDEREI F LAEISZ GMBH,,Other Players
RGWK,REEDEREI GEBR WINTER GMBH & COMPANY KG,,Other Players
RHCK,REEDEREI HEINZ CORLEIS KG,,Other Players
RLGR,REEDEREI LEHMANN GMBH & COMPANY KG,,Other Players
RNBV,REEDEREI NORD B V,,Other Players
RNKO,REEDEREI NORD GMBH,,Other Players
RRGM,"REEDEREI RSH GMBH & COMPANY. KG MS ""MARGARETHA""",,Other Players
RRSG,REEDEREI RUDOLPH SCHEPERS GMBH & COMPANY KG,,Other Players
RSJN,REEDEREI STEFAN PATJENS,,Other Players
RTND,REED TRADING LIMITED,,Other Players
RECH,"REGENCY EXPRESS COMPANY LIMITED, THE",,Mid-sized International Freight Forwarders
RGLW,REGENCY GLOBAL LOGISTICS,,Mid-sized International Freight Forwarders
RGGC,REGENT LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RSSC,REGENT SEVEN SEAS CRUISES INCORPORATED,USA,Other Players
READ,REGIONAL EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
REGC,REGNUM CORPORATION,,Other Players
RNAC,REINAUER TRANSPORTATION,,Other Players
RLLI,RELAYLOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RSIW,RELIABLE SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
RSLD,RELIABLE SHIPPING LIMITED,,Mid-sized International Freight Forwarders
RSSB,RELIABLE SHIPPING SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
RLFD,RELIANCE FINANCE COMPANY LIMITED,,Other Players
REOD,RELLSONS LIMITED LIABILITY COMPANY,USA,Other Players
RENQ,RENUS LOGISTICS PTE LIMITED,,Mid-sized International Freight Forwarders
RSLT,RESILIENT TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
RFQC,RESOLOGIX LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RMGN,RESOLVE MARINE GROUP INCORPORATED,USA,Other Players
RVLE,REVELLE SHIPPING AGENCY INCORPORATED,USA,Other Players
RXIF,REX INTL FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
RYCO,REYES CROSSING,,Other Players
RYLM,REYMAR LIMITED,,Other Players
RJEM,"REYNA, JORGE EDUARDO",,Other Players
RSIA,RG SHIPPING INTERNATIONAL,,Mid-sized International Freight Forwarders
RGAN,RG TRANS LIMITED LIABILITY COMPANY,USA,Other Players
RHLY,RHL HAMBURGER LLOYD TANKER GMBH & COMPANY KG,,Other Players
RICO,RHYMING INTERNATIONAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
RICE,"RICE COMPANY, THE",,US Importer
RLZD,RICH LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
RRVG,RICH ROAD INTERNATIONAL LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
RHTO,RICH TANKER CORPORATION,,Other Players
RHLS,RICOH LOGISTICS CORPORATION,,Other Players
RBYK,RIDGEBURY TANKERS,,Other Players
RWIL,RIDGEWAY INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
RWPL,RIF WORLDWIDE PLC,,Mid-sized International Freight Forwarders
RBGW,RIGEL BEREEDERUNGS GMBH & COMPANY KG MT GANGES STAR,,Other Players
RBGH,RIGEL BEREEDERUNGS GMBH & COMPANY KG MT SHANNON STAR,,Other Players
RESA,RIGHTLINK EXPRESS SA DE CV,,Mid-sized International Freight Forwarders
RIHG,RIGHT PATH TRUCKING LIMITED,,Other Players
RIGT,RIGOUTLAWS TRANSPORT,,Other Players
RIMH,RIM LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
RRKH,RIOS TRUCKING,,Other Players
RITL,RIO TINTO SHIPPING (ASIA) PTE LIMITED,,Other Players
RCPF,RITE CHOICE PERFORMANCE LIMITED LIABILITY COMPANY,USA,Other Players
RRKK,RITIME GROUP INCORPORATED,USA,Mid-sized International Freight Forwarders
RTLG,RI-TIME LOGISTIC CORPORATION,,Mid-sized International Freight Forwarders
RCYK,"RITZ-CARLTON YACHT COLLECTION, THE",,Other Players
RSLH,RIVAS & SONS LOGISTICS INCORPORATED,USA,Other Players
RZZO,RIZZO-BOTTIGLIERI-DE CARLINI SHIPPING COMPANY SRL,,Other Players
RTMR,RJJ TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
RMAV,R M I GLOBAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
RMRF,RMR INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RDPF,ROAD PULSE TRUCKING LIMITED,,Other Players
ROIA,ROADRUNNER HAULING COMPANY LIMITED LIABILITY COMPANY,USA,Other Players
ROEY,ROAD TRANS LIMITED LIABILITY COMPANY,USA,Other Players
ROAR,ROAR LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
REGB,ROBERT EXPORT IMPORT & TRUCKING COMPANY,,Mid-sized International Freight Forwarders
RCGD,ROBINSONS CARGO & LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
RSNV,ROCK SOLID NITROGEN SERVICES LIMITED,,Other Players
ROYY,ROCKSUPPLYCHAINMANAGEMENTCOLTD,,Mid-sized International Freight Forwarders
REYQ,ROCKWATER ENERGY SOLUTIONS CANADA INCORPORATED,CANADA,Other Players
RKYI,ROCKY INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
RSKY,RODY'S TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
RLUS,ROHLIG USA LIMITED LIABILITY COMPANY,USA,Large International Freight Forwarders
